Date,Agent,All Products,Calls,Carrier Diversification,DMV NB,DMV NB Count,GI,Meal Penalties,Money Reports Error,BF,NB,NB vs Serv,Work Hours,OT,QA Score,Refunds,Tardies,Traffic School,Underwriting Error Margin,Uninsured Motorist %,Unjust OT,UW Open,WQ
3/30/25,marianara,,,,0,0,155,0,,0,0,0.00,0.41,4.57,,,,,,,,,
3/31/25,aaronr,,,,0,0,978.09,0,,978.09,4,1.00,0,0,,,,,,,,,
3/31/25,AbrahamD,,,,0,0,2189.32,0,,1183.15,5,0.54,8,0.99,,,,,,,,,
3/31/25,AbrahamP,,,,0,0,553.04,0,,194.37,1,0.35,8,1,,,,,,,,,
3/31/25,acabello,,,,0,0,200,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,aduran,,,,0,0,912.27,0,,655.27,3,0.72,8,0.51,,,,,,,,,
3/31/25,AlanP,,,,0,0,301.48,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,AlejandraRa,,,,0,0,1267.89,0,,1252.89,6,0.99,8,0.32,,,,,,,,,
3/31/25,alejandrohuer,,,,0,0,524.75,0,,159.75,1,0.30,7.99,0,,,,,,,,,
3/31/25,alexanderl,,,,0,0,1041.6,0,,496.6,5,0.48,0,0,,,,,,,,,
3/31/25,alexanderm,,,,40.75,1,1535.75,0,,825,4,0.54,8,0.53,,,,,,,,,
3/31/25,alexandram,,,,0,0,1813.84,0,,818.84,4,0.45,8,0.78,,,,,,,,,
3/31/25,AlexC,,,,40.75,1,1029.33,0,,460.83,3,0.45,8,0.38,,,,,,,,,
3/31/25,alexiaz,,,,193.5,1,303.51,0,,0,0,0.00,8,0,,,,,,,,,
3/31/25,alfredojm,,,,0,0,160.98,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,alfredome,,,,0,0,541.35,0,,223.35,1,0.41,7.98,0,,,,,,,,,
3/31/25,almag,,,,0,0,794.92,0,,400.92,2,0.50,7.99,0,,,,,,,,,
3/31/25,alonsod,,,,0,0,1530.42,0,,732.26,4,0.48,8,0.92,,,,,,,,,
3/31/25,andreaam,,,,0,0,1098.47,0,,1083.47,5,0.99,8,0,,,,,,,,,
3/31/25,andreae,,,,40.75,1,1288.57,0,,475.64,2,0.37,8,0.53,,,,,,,,,
3/31/25,andresm,,,,40.75,1,958,0,,569.7,4,0.59,8,0.59,,,,,,,,,
3/31/25,Antonios,,,,0,0,645.49,0,,330.49,2,0.51,8,0,,,,,,,,,
3/31/25,antoniot,,,,0,0,830,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,aorduna,,,,0,0,360.04,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,aracelib,,,,0,0,434.99,0,,0,0,0.00,7.84,0,,,,,,,,,
3/31/25,ariasj,,,,40.75,1,982.28,0,,495.86,3,0.50,8,0.11,,,,,,,,,
3/31/25,arturov,,,,0,0,0.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,avaldez,,,,0,0,110,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,avelazquez,,,,300.5,5,2151.39,0,,1471.89,6,0.68,8,0.9,,,,,,,,,
3/31/25,axelv,,,,40.75,1,251.45,0,,0,0,0.00,7.95,0,,,,,,,,,
3/31/25,balmanza,,,,0,0,465.74,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,barbieb,,,,0,0,650,0,,500,3,0.77,8,0.02,,,,,,,,,
3/31/25,carlosme,,,,0,0,202.33,0,,202.33,1,1.00,7.85,0,,,,,,,,,
3/31/25,carlosmi,,,,0,0,0,0,,0,1,-,8,0,,,,,,,,,
3/31/25,celenep,,,,219,3,2002.03,0,,1000,4,0.50,8,1.45,,,,,,,,,
3/31/25,cmartinez,,,,0,0,589,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,creyes,,,,0,0,480.16,0,,451.64,2,0.94,8,0.17,,,,,,,,,
3/31/25,cristinal,,,,122.25,3,1460.2,0,,772.95,3,0.53,8,0.53,,,,,,,,,
3/31/25,Cynthiar,,,,40.75,1,539.56,0,,198.81,3,0.37,8,0.1,,,,,,,,,
3/31/25,danielm,,,,0,0,0,0,,0,5,-,0,0,,,,,,,,,
3/31/25,davidc,,,,0,0,583.31,0,,475.24,2,0.81,8,0.13,,,,,,,,,
3/31/25,drbadillo,,,,0,0,205.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,ecortez,,,,275,2,1144.62,0,,434.62,2,0.38,0,0,,,,,,,,,
3/31/25,ecuevas,,,,0,0,500.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,eduardol,,,,0,0,0,0,,0,1,-,0,0,,,,,,,,,
3/31/25,eduardoru,,,,0,0,758.79,0,,513.43,2,0.68,7.77,0,,,,,,,,,
3/31/25,edwards,,,,0,0,196.31,0,,6.31,2,0.03,8,0,,,,,,,,,
3/31/25,emilianor,,,,0,0,940,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,erickp,,,,0,0,410.18,0,,319.73,2,0.78,8,0.15,,,,,,,,,
3/31/25,esmeraldam,,,,0,0,134.8,0,,134.8,2,1.00,0,0,,,,,,,,,
3/31/25,FabianC,,,,0,0,431,0,,313,2,0.73,8,0.38,,,,,,,,,
3/31/25,fernandag,,,,0,0,240,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,fernandomon,,,,0,0,396,0,,0,0,0.00,7.99,0,,,,,,,,,
3/31/25,fgutierrez,,,,40.75,1,665.92,0,,416.17,2,0.62,8,0.28,,,,,,,,,
3/31/25,franciscos,,,,0,0,260,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,francymar,,,,0,0,86.75,0,,0,0,0.00,8,0,,,,,,,,,
3/31/25,fredm,,,,0,0,340,0,,175,1,0.51,8,0,,,,,,,,,
3/31/25,gabrielab,,,,0,0,285.8,0,,200.8,1,0.70,0,0,,,,,,,,,
3/31/25,gcastellanos,,,,0,0,305.29,0,,200.29,1,0.66,8,0.95,,,,,,,,,
3/31/25,GeorgeL,,,,177.25,2,808.53,0,,346.2,3,0.43,8,0.43,,,,,,,,,
3/31/25,gloriaf,,,,259.75,4,460.96,0,,101.21,1,0.22,8,0.02,,,,,,,,,
3/31/25,gmoyeda,,,,0,0,275.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,gorellana,,,,0,0,2503,0,,2503,5,1.00,7,0,,,,,,,,,
3/31/25,GracielaM,,,,0,0,430.6,0,,270,1,0.63,4.98,0,,,,,,,,,
3/31/25,guillermoc,,,,0,0,675.32,0,,348.13,3,0.52,8,0,,,,,,,,,
3/31/25,hluevano,,,,0,0,210.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,hollmana,,,,0,0,1697.5,0,,1160.5,6,0.68,0,0,,,,,,,,,
3/31/25,hugod,,,,0,0,675,0,,570,3,0.84,0,0,,,,,,,,,
3/31/25,irvinm,,,,0,0,1044.31,0,,1044.31,6,1.00,8,0.3,,,,,,,,,
3/31/25,isela,,,,0,0,562.24,0,,302.24,2,0.54,6,0,,,,,,,,,
3/31/25,ismaelv,,,,0,0,703.61,0,,428.61,4,0.61,8,0.09,,,,,,,,,
3/31/25,ivanra,,,,137.5,1,545.64,0,,200,1,0.37,7.98,0,,,,,,,,,
3/31/25,jacquelynram,,,,0,0,430.48,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,jaimemo,,,,82.25,3,712.25,0,,470,2,0.66,0,0,,,,,,,,,
3/31/25,jazminhol,,,,0,0,1083,0,,1083,6,1.00,8,0,,,,,,,,,
3/31/25,jcolunga,,,,0,0,60,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,jeanetts,,,,0,0,0,0,,0,4,-,0,0,,,,,,,,,
3/31/25,jesusf,,,,0,0,1500,0,,0,1,0.00,8,0.37,,,,,,,,,
3/31/25,jgonzalez,,,,81.5,2,798.5,0,,427,3,0.53,8,0.03,,,,,,,,,
3/31/25,jonatanr,,,,0,0,110.03,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,jorgej,,,,0,0,305.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,JorgemA,,,,0,0,598.74,0,,298.74,1,0.50,8,0,,,,,,,,,
3/31/25,josefinah,,,,0,0,1240.93,0,,944.93,4,0.76,0,0,,,,,,,,,
3/31/25,josemar,,,,0,0,445.45,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,josemun,,,,0,0,526.27,0,,275,1,0.52,8,0.03,,,,,,,,,
3/31/25,joser,,,,0,0,250,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,juang,,,,0,0,49,0,,49,4,1.00,8,0.6,,,,,,,,,
3/31/25,judithv,,,,231,3,231,0,,0,0,0.00,8,0,,,,,,,,,
3/31/25,karlam,,,,0,0,1402.29,0,,972.29,3,0.69,0,0,,,,,,,,,
3/31/25,karymes,,,,0,0,809.75,0,,744.75,4,0.92,8,0.75,,,,,,,,,
3/31/25,katherinem,,,,0,0,818.57,0,,299.44,2,0.37,8,1.05,,,,,,,,,
3/31/25,kcoronado,,,,40.75,1,2576.72,0,,865.75,5,0.34,8,0.37,,,,,,,,,
3/31/25,Luisro,,,,81.5,2,1255.37,0,,744.47,3,0.59,8,0.62,,,,,,,,,
3/31/25,luzg,,,,0,0,835.39,0,,475.39,2,0.57,7.95,0,,,,,,,,,
3/31/25,make,,,,0,0,958.89,0,,364.59,2,0.38,8,0.03,,,,,,,,,
3/31/25,marianara,,,,0,0,809.86,0,,580.02,2,0.72,8,0,,,,,,,,,
3/31/25,mariavel,,,,0,0,875,0,,545,2,0.62,8,0.02,,,,,,,,,
3/31/25,marielam,,,,0,0,15.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,marinaag,,,,40.75,1,605,0,,407.34,2,0.67,7.34,0,,,,,,,,,
3/31/25,mariselaz,,,,0,0,814.77,0,,734.77,3,0.90,6.64,0,,,,,,,,,
3/31/25,MarisolR,,,,40.75,1,416.11,0,,199.98,1,0.48,8,0.51,,,,,,,,,
3/31/25,MarvinA,,,,40.75,1,903.75,0,,490,2,0.54,8,1.05,,,,,,,,,
3/31/25,mayrao,,,,0,0,185.61,0,,170.61,1,0.92,0,0,,,,,,,,,
3/31/25,melissace,,,,40.75,1,447.5,0,,300,1,0.67,7.95,0,,,,,,,,,
3/31/25,Micahw,,,,0,0,525,0,,525,2,1.00,0,0,,,,,,,,,
3/31/25,miriamm,,,,0,0,80,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,misaelm,,,,0,0,330,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,mpurata,,,,0,0,1065.77,0,,945.77,6,0.89,0,0,,,,,,,,,
3/31/25,mramos,,,,164,3,599.87,0,,225.3,1,0.38,7.97,0,,,,,,,,,
3/31/25,msanchez,,,,0,0,1162.44,0,,0,0,0.00,8,0.08,,,,,,,,,
3/31/25,nathaliea,,,,0,0,15.79,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,ObedD,,,,0,0,1874.17,0,,682.17,3,0.36,7.96,0,,,,,,,,,
3/31/25,oscarg,,,,178.25,2,958.96,0,,364.71,1,0.38,8,0.2,,,,,,,,,
3/31/25,pedrom,,,,0,0,1985.64,0,,268.62,2,0.14,8,0.39,,,,,,,,,
3/31/25,rafaelr,,,,0,0,385,0,,0,0,0.00,7.97,0,,,,,,,,,
3/31/25,renev,,,,0,0,45.04,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,ricardol,,,,0,0,710.09,0,,450.09,2,0.63,0,0,,,,,,,,,
3/31/25,rickyc,,,,0,0,2297.69,0,,1350.75,4,0.59,8,0.4,,,,,,,,,
3/31/25,rivasc,,,,0,0,453.12,0,,0,0,0.00,8,0,,,,,,,,,
3/31/25,rodolfom,,,,0,0,55.03,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,rosalba,,,,0,0,585.99,0,,136.99,1,0.23,8,0.17,,,,,,,,,
3/31/25,ruthp,,,,0,0,840,0,,525,2,0.63,8,0,,,,,,,,,
3/31/25,samanthav,,,,40.75,1,1415.89,0,,650.08,3,0.46,8,0.07,,,,,,,,,
3/31/25,SandraV,,,,0,0,330.68,0,,330.68,2,1.00,7.88,0,,,,,,,,,
3/31/25,scarosales,,,,0,0,651.65,0,,429,2,0.66,8,0.25,,,,,,,,,
3/31/25,sofiaga,,,,16.75,1,715.4,0,,671.6,3,0.94,8,0.1,,,,,,,,,
3/31/25,stephaniev,,,,0,0,1242.09,0,,585.1,3,0.47,8,0.09,,,,,,,,,
3/31/25,ugarcia,,,,0,0,100,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,valeriadl,,,,0,0,30.01,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,vanesaa,,,,40.75,1,1048.38,0,,601.95,3,0.57,8,0.05,,,,,,,,,
3/31/25,veromar,,,,0,0,614.52,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,victordiaz,,,,0,0,836,0,,406,2,0.49,8,0.41,,,,,,,,,
3/31/25,victoriag,,,,0,0,665.02,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,walter,,,,137.5,1,490.62,0,,304.12,2,0.62,8,1.49,,,,,,,,,
3/31/25,webpayments,,,,0,0,44.32,0,,0,0,0.00,0,0,,,,,,,,,
3/31/25,williamg,,,,246.25,2,1491.25,0,,770,3,0.52,8,0.42,,,,,,,,,
3/31/25,wnolasco,,,,0,0,204.03,0,,60,1,0.29,8,0,,,,,,,,,
3/31/25,yazmin,,,,0,0,908.48,0,,135.16,1,0.15,8,0.4,,,,,,,,,
3/31/25,yocelinee,,,,0,0,405.41,0,,16.49,1,0.04,8,0.03,,,,,,,,,
3/31/25,yvonnef,,,,0,0,1135.26,0,,291.35,2,0.26,8,1.82,,,,,,,,,
4/1/25,AbrahamD,,,,0,0,1925.01,0,,1825.01,5,0.95,8,0.08,,,,,,,,,
4/1/25,acabello,,,,40.75,1,305.75,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,acarreon,,,,0,0,945.91,0,,870.91,3,0.92,0,0,,,,,,,,,
4/1/25,aduran,,,,0,0,1415.75,0,,1370.75,5,0.97,8,0.54,,,,,,,,,
4/1/25,AlanP,,,,0,0,70.03,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,AlejandraRa,,,,0,0,955.05,0,,689.8,3,0.72,8,0.03,,,,,,,,,
4/1/25,alexanderl,,,,0,0,1284.64,0,,1027.14,6,0.80,0,0,,,,,,,,,
4/1/25,alexanderm,,,,0,0,2033.74,0,,1674,3,0.82,8,0.43,,,,,,,,,
4/1/25,alexandram,,,,0,0,1495.42,0,,1200.42,5,0.80,8,0.49,,,,,,,,,
4/1/25,AlexC,,,,0,0,603.78,0,,492.81,2,0.82,8,0.75,,,,,,,,,
4/1/25,alexiaz,,,,0,0,594.28,0,,199.85,1,0.34,8,0,,,,,,,,,
4/1/25,alfredome,,,,40.75,1,1245,0,,689.25,3,0.55,8,1.15,,,,,,,,,
4/1/25,almag,,,,0,0,290,0,,290,1,1.00,3.05,0,,,,,,,,,
4/1/25,alonsod,,,,0,0,814.48,0,,340.62,1,0.42,8,0.05,,,,,,,,,
4/1/25,andreaam,,,,0,0,280.24,0,,250.71,1,0.89,8,0,,,,,,,,,
4/1/25,andreae,,,,63.5,1,994.1,0,,380.48,3,0.38,8,0.38,,,,,,,,,
4/1/25,andresm,,,,40.75,1,654.03,0,,233.42,1,0.36,8,0.04,,,,,,,,,
4/1/25,Antonios,,,,178.25,2,581.25,0,,300,1,0.52,8,0.1,,,,,,,,,
4/1/25,aorduna,,,,0,0,60.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,ariasj,,,,0,0,1056.33,0,,736.88,4,0.70,8,0.04,,,,,,,,,
4/1/25,arturov,,,,0,0,361,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,avaldez,,,,0,0,72.04,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,avelazquez,,,,178.25,2,1482.28,0,,480.79,2,0.32,8,0.6,,,,,,,,,
4/1/25,balmanza,,,,0,0,180,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,barbieb,,,,0,0,286,0,,271,3,0.95,8,0.68,,,,,,,,,
4/1/25,brendame,,,,40.75,1,712.22,0,,671.47,3,0.94,0,0,,,,,,,,,
4/1/25,briseidyc,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,carlosme,,,,0,0,314.86,0,,185.96,1,0.59,8,0,,,,,,,,,
4/1/25,carlosmi,,,,0,0,506,0,,0,1,0.00,8,0.08,,,,,,,,,
4/1/25,celenep,,,,0,0,1278.69,0,,894.72,3,0.70,8,0.99,,,,,,,,,
4/1/25,cesarsa,,,,0,0,14.84,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,cmartinez,,,,0,0,483,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,creyes,,,,40.75,1,255.75,0,,0,0,0.00,7.79,0,,,,,,,,,
4/1/25,Cynthiar,,,,0,0,353,0,,300,2,0.85,8,0,,,,,,,,,
4/1/25,danielm,,,,0,0,0,0,,0,8,-,0,0,,,,,,,,,
4/1/25,davidc,,,,0,0,485.39,0,,425,2,0.88,8,0.01,,,,,,,,,
4/1/25,drbadillo,,,,0,0,70.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,ecortez,,,,0,0,125,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,ecuevas,,,,40.75,1,100.77,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,eduardoru,,,,0,0,738.67,0,,634.67,3,0.86,8,0.3,,,,,,,,,
4/1/25,edwards,,,,0,0,253.47,0,,253.47,3,1.00,8,0,,,,,,,,,
4/1/25,emilianor,,,,0,0,190.02,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,emilioh,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,erickp,,,,0,0,365,0,,0,0,0.00,7.87,0,,,,,,,,,
4/1/25,esmeraldam,,,,0,0,225,0,,225,2,1.00,0,0,,,,,,,,,
4/1/25,FabianC,,,,81.5,2,326.5,0,,200,1,0.61,8,0,,,,,,,,,
4/1/25,fernandag,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,fernandomon,,,,0,0,1027,0,,567,2,0.55,7.97,0,,,,,,,,,
4/1/25,fgutierrez,,,,203.75,5,2368.96,0,,1244.68,5,0.53,8,2,,,,,,,,,
4/1/25,franciscos,,,,0,0,250,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,francymar,,,,0,0,78.83,0,,0,0,0.00,7.98,0,,,,,,,,,
4/1/25,fredm,,,,0,0,250,0,,0,0,0.00,8,0.97,,,,,,,,,
4/1/25,gabrielab,,,,0,0,960,0,,630,4,0.66,0,0,,,,,,,,,
4/1/25,gcastellanos,,,,137.5,1,1251.66,0,,853.47,4,0.68,8,1.05,,,,,,,,,
4/1/25,GeorgeL,,,,0,0,790.47,0,,542.47,4,0.69,8,0.04,,,,,,,,,
4/1/25,gloriaf,,,,137.5,1,1057.5,0,,825,3,0.78,7.92,0,,,,,,,,,
4/1/25,gmoyeda,,,,0,0,285.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,gorellana,,,,137.5,1,1291.55,0,,759.05,3,0.59,6.96,0,,,,,,,,,
4/1/25,GracielaM,,,,0,0,839.59,0,,709.59,3,0.85,6.48,0,,,,,,,,,
4/1/25,guillermoc,,,,0,0,468.71,0,,393.71,3,0.84,7.96,0,,,,,,,,,
4/1/25,gustavoh,,,,81.5,2,81.5,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,hluevano,,,,0,0,180.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,hollmana,,,,0,0,610.45,0,,392.45,4,0.64,0,0,,,,,,,,,
4/1/25,hugod,,,,0,0,742.1,0,,298.1,3,0.40,0,0,,,,,,,,,
4/1/25,irerih,,,,0,0,105,0,,90,1,0.86,8,0.32,,,,,,,,,
4/1/25,isela,,,,0,0,1035,0,,0,0,0.00,6,0,,,,,,,,,
4/1/25,ismaelv,,,,0,0,344.34,0,,344.34,3,1.00,8,0.08,,,,,,,,,
4/1/25,ivanr,,,,0,0,0.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,ivanra,,,,0,0,1023.51,0,,708.51,2,0.69,7.97,0,,,,,,,,,
4/1/25,jacquelynram,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,jaimemo,,,,0,0,390,0,,160,1,0.41,0,0,,,,,,,,,
4/1/25,jcolunga,,,,0,0,30.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,jeanetts,,,,0,0,50,0,,0,1,0.00,0,0,,,,,,,,,
4/1/25,jesusf,,,,0,0,0,0,,0,2,-,8,0.24,,,,,,,,,
4/1/25,jgonzalez,,,,81.5,2,1431.75,0,,619.25,3,0.43,8,0,,,,,,,,,
4/1/25,jonatanr,,,,0,0,255.04,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,jorgej,,,,0,0,345.73,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,JorgemA,,,,0,0,387,0,,387,2,1.00,8,0,,,,,,,,,
4/1/25,jorgemi,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,josefinah,,,,0,0,968,0,,678,3,0.70,0,0,,,,,,,,,
4/1/25,josemar,,,,0,0,80.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,joser,,,,0,0,1103.91,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,juang,,,,0,0,0,0,,0,2,-,8,0.72,,,,,,,,,
4/1/25,juanv,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,judithv,,,,81.5,2,81.5,0,,0,0,0.00,7.95,0,,,,,,,,,
4/1/25,karlam,,,,0,0,1888.37,0,,1442.53,4,0.76,0,0,,,,,,,,,
4/1/25,karymes,,,,0,0,947.4,0,,398.43,2,0.42,8,0.73,,,,,,,,,
4/1/25,katherinem,,,,40.75,1,1074.16,0,,579.81,3,0.54,8,0.23,,,,,,,,,
4/1/25,kcoronado,,,,0,0,1508.47,0,,522.3,3,0.35,8,0.16,,,,,,,,,
4/1/25,landih,,,,178.25,2,291.89,0,,113.64,2,0.39,8,0,,,,,,,,,
4/1/25,luzg,,,,0,0,1033.76,0,,703.32,3,0.68,8,1.65,,,,,,,,,
4/1/25,make,,,,0,0,589.57,0,,524.57,4,0.89,8,0,,,,,,,,,
4/1/25,mariavel,,,,40.75,1,1126.27,0,,750,3,0.67,8,0.34,,,,,,,,,
4/1/25,marielam,,,,0,0,30,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,marinaag,,,,40.75,1,303.24,0,,174.49,1,0.58,8,0.05,,,,,,,,,
4/1/25,mariselaz,,,,0,0,688.63,0,,615.91,3,0.89,8,0,,,,,,,,,
4/1/25,MarisolR,,,,0,0,550.97,0,,329.85,2,0.60,8,0.13,,,,,,,,,
4/1/25,MarvinA,,,,0,0,1174,0,,259,2,0.22,8,0.63,,,,,,,,,
4/1/25,mayrao,,,,0,0,914.03,0,,749.03,4,0.82,0,0,,,,,,,,,
4/1/25,melissace,,,,0,0,255.91,0,,70,1,0.27,7.87,0,,,,,,,,,
4/1/25,Micahw,,,,0,0,450,0,,450,2,1.00,0,0,,,,,,,,,
4/1/25,miriamm,,,,0,0,252.5,0,,135.32,1,0.54,0,0,,,,,,,,,
4/1/25,misaelm,,,,0,0,495,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,mpurata,,,,0,0,438.33,0,,388.33,2,0.89,0,0,,,,,,,,,
4/1/25,mramos,,,,81.5,2,367.98,0,,256.48,2,0.70,7.75,0,,,,,,,,,
4/1/25,msanchez,,,,0,0,899.18,0,,387.05,2,0.43,8,0.35,,,,,,,,,
4/1/25,nathaliea,,,,0,0,15,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,navillel,,,,0,0,300,0,,300,2,1.00,8,0.02,,,,,,,,,
4/1/25,ObedD,,,,0,0,1975.18,0,,744.8,4,0.38,8,0.27,,,,,,,,,
4/1/25,oscarg,,,,163,4,1261.84,0,,289.47,2,0.23,8,1.03,,,,,,,,,
4/1/25,pedrom,,,,137.5,1,2136.45,0,,1328.95,6,0.62,8,0.43,,,,,,,,,
4/1/25,rafaelr,,,,81.5,2,874.35,0,,792.85,3,0.91,8,0.39,,,,,,,,,
4/1/25,renev,,,,0,0,525.01,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,ricardol,,,,0,0,760,0,,660,4,0.87,0,0,,,,,,,,,
4/1/25,rickyc,,,,40.75,1,1269.75,0,,711,4,0.56,8,0.3,,,,,,,,,
4/1/25,rivasc,,,,100.01,1,660.13,0,,250,1,0.38,8,0.08,,,,,,,,,
4/1/25,rodolfom,,,,0,0,80.02,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,rosalba,,,,0,0,1717.74,0,,1167.74,6,0.68,8,1.39,,,,,,,,,
4/1/25,SandraV,,,,0,0,996,0,,946,4,0.95,8,0.55,,,,,,,,,
4/1/25,scarosales,,,,0,0,652,0,,602,3,0.92,8,0.01,,,,,,,,,
4/1/25,sofiaga,,,,0,0,543.62,0,,427.62,2,0.79,7.78,0,,,,,,,,,
4/1/25,stephaniev,,,,40.75,1,211.43,0,,0,0,0.00,8,0,,,,,,,,,
4/1/25,ugarcia,,,,0,0,714.39,0,,664.39,3,0.93,0,0,,,,,,,,,
4/1/25,valeriadl,,,,0,0,314.67,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,vanesaa,,,,137.5,1,1285.73,0,,150.09,1,0.12,8,0.03,,,,,,,,,
4/1/25,veromar,,,,0,0,315.87,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,victordiaz,,,,81.5,2,1336.51,0,,1055.01,5,0.79,8,0.13,,,,,,,,,
4/1/25,victoriag,,,,0,0,96.76,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,walter,,,,81.5,2,287.11,0,,140.61,1,0.49,8,0.1,,,,,,,,,
4/1/25,webpayments,,,,0,0,123.57,0,,0,0,0.00,0,0,,,,,,,,,
4/1/25,williamg,,,,0,0,264,0,,64,1,0.24,7.9,0,,,,,,,,,
4/1/25,wnolasco,,,,0,0,158.93,0,,0,0,0.00,8,0.07,,,,,,,,,
4/1/25,yazmin,,,,0,0,740,0,,490,1,0.66,8,0.22,,,,,,,,,
4/1/25,yocelinee,,,,0,0,198.96,0,,183.96,2,0.92,7.98,0,,,,,,,,,
4/1/25,yvonnef,,,,40.75,1,2465.55,0,,476.44,3,0.19,8,0.18,,,,,,,,,
4/2/25,aaronr,,,,0,0,704.86,0,,376.74,2,0.53,0,0,,,,,,,,,
4/2/25,aaronz,,,,0,0,15,0,,0,0,0.00,8,0.55,,,,,,,,,
4/2/25,AbrahamD,,,,0,0,1015,0,,415,2,0.41,7.55,0,,,,,,,,,
4/2/25,AbrahamP,,,,0,0,1247.49,0,,1048.51,5,0.84,8,1.25,,,,,,,,,
4/2/25,acabello,,,,0,0,165,0,,0,0,0.00,0,0,,,,,,,,,
4/2/25,acarreon,,,,0,0,1117.8,0,,151.32,1,0.14,0,0,,,,,,,,,
4/2/25,aduran,,,,0,0,760.8,0,,380.8,2,0.50,8,0.1,,,,,,,,,
4/2/25,AlanP,,,,0,0,60.01,0,,0,0,0.00,0,0,,,,,,,,,
4/2/25,AlejandraRa,,,,0,0,770.38,0,,601.47,2,0.78,8,0.05,,,,,,,,,
4/2/25,alexanderl,,,,0,0,590.94,0,,590.94,6,1.00,0,0,,,,,,,,,
4/2/25,AlexC,,,,0,0,350.7,0,,0,0,0.00,8,0.45,,,,,,,,,
4/2/25,almag,,,,0,0,603.91,0,,575.91,3,0.95,7.99,0,,,,,,,,,
